Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,22,892.0,0.0,0.00952381,10.51809524,0.0,May,2,2,7,4,Returning_Visitor,1,1
0,0.0,0,0.0,4,14.0,0.1,0.15,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,0,0
4,28.0,3,37.83333333,378,12003.317579999999,0.003655352,0.023352993,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,6,243.0,0.0,0.033333333,0.0,0.0,Feb,2,4,4,1,Returning_Visitor,0,0
1,29.53333333,0,0.0,22,814.7093938999999,0.004,0.021333333,14.92784091,0.0,Nov,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,0,0
0,0.0,0,0.0,2,26.5,0.0,0.05,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,1,0
0,0.0,0,0.0,6,117.5,0.0,0.066666667,0.0,0.0,May,2,2,1,1,Returning_Visitor,1,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.6,May,3,2,6,13,Returning_Visitor,0,0
1,2.0,0,0.0,16,323.2333333,0.0,0.013333333000000001,0.0,0.0,Dec,3,2,8,8,Returning_Visitor,0,0
0,0.0,0,0.0,33,735.4392857,0.0,0.0026936029999999997,0.0,0.0,Nov,4,2,4,2,Returning_Visitor,0,0
7,271.3333333,0,0.0,54,3510.416667,0.003571429,0.010714286000000002,9.865125,0.0,May,2,2,4,6,Returning_Visitor,0,1
6,133.3333333,1,398.0,129,4653.190245000001,0.015662578,0.025219763,6.017563943,0.0,Nov,3,2,1,3,Returning_Visitor,0,1
0,0.0,1,0.0,13,1297.25,0.028571429,0.06428571400000001,0.0,0.0,Dec,1,8,3,1,Returning_Visitor,1,0
0,0.0,0,0.0,57,820.3636364,0.035087718999999996,0.061650605,0.0,0.0,June,3,2,3,13,Returning_Visitor,0,0
0,0.0,2,7.0,11,192.75,0.0,0.034615385,0.0,0.6,May,2,2,1,3,Returning_Visitor,0,0
1,68.6,0,0.0,73,2265.492857,0.011111111000000002,0.00716821,0.0,0.0,Nov,3,2,3,13,Returning_Visitor,0,0
1,26.5,0,0.0,6,110.0,0.066666667,0.1,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,1
0,0.0,0,0.0,4,302.0,0.0,0.04,46.06937312,0.0,Dec,8,13,9,20,Other,0,1
1,0.0,2,23.75,193,6784.671131,0.004931973,0.021157516,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,1,1
0,0.0,0,0.0,5,0.0,0.2,0.2,0.0,0.0,Nov,2,2,2,1,Returning_Visitor,0,0
0,0.0,0,0.0,31,1625.583333,0.0,0.009677419,0.0,0.0,Dec,4,2,1,8,New_Visitor,0,0
0,0.0,0,0.0,8,429.0,0.0,0.05,0.0,0.0,May,2,2,1,2,Returning_Visitor,0,0
8,177.66666669999998,1,23.0,56,2581.355128,0.0032786890000000004,0.011373326000000001,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,1,0
0,0.0,0,0.0,20,219.33333330000002,0.0,0.011666667,0.0,0.0,Mar,1,8,7,2,Returning_Visitor,0,0
0,0.0,0,0.0,20,196.83333330000002,0.04,0.06333333299999999,0.0,0.6,May,2,2,1,4,Returning_Visitor,0,0
0,0.0,0,0.0,30,312.3333333,0.0,0.008888889,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,24,386.75,0.016666667,0.05138888900000001,0.0,0.0,Nov,2,4,1,3,Returning_Visitor,0,0
1,24.0,0,0.0,15,496.75,0.0,0.00625,115.48625,0.0,May,2,2,3,2,Returning_Visitor,0,1
2,43.0,0,0.0,3,23.0,0.0,0.04,0.0,0.0,Mar,2,4,9,2,Returning_Visitor,0,0
4,71.4,0,0.0,14,449.4,0.03,0.07666666700000001,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,0,0
9,156.6071429,5,156.75,83,2694.507143,0.0,0.009090909,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,0,1
11,293.6222222,2,42.2,64,1831.942222,0.0,0.015238095,16.35155923,0.0,Nov,2,5,3,4,Returning_Visitor,1,0
3,49.2,0,0.0,17,300.7666667,0.004761905,0.022222222000000003,0.0,0.0,Jul,1,1,3,4,Returning_Visitor,0,0
12,137.9,0,0.0,13,161.8666667,0.0,0.010526316,0.0,0.0,Aug,2,2,3,5,New_Visitor,1,0
0,0.0,0,0.0,20,2001.8333329999998,0.00952381,0.013492063,0.0,0.0,Nov,2,2,9,6,Returning_Visitor,0,0
0,0.0,0,0.0,8,198.9,0.0875,0.11666666699999999,0.0,0.0,Jul,1,1,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,5,36.0,0.15,0.1625,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,0,0
1,78.0,1,14.0,37,935.5571428999999,0.0,0.027027027000000002,67.73686486,0.0,May,2,2,1,3,Returning_Visitor,0,0
5,85.66666667,0,0.0,25,1194.5,0.0,0.007692308,11.51923077,0.0,May,2,2,1,2,New_Visitor,0,1
6,71.2,0,0.0,101,3800.0892340000005,0.003883495,0.024032277999999997,3.179063602,0.0,Nov,1,1,3,1,Returning_Visitor,0,1
0,0.0,0,0.0,9,210.5,0.04444444400000001,0.07111111099999999,0.0,0.2,May,2,5,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,3,13,Returning_Visitor,0,0
0,0.0,0,0.0,20,1002.366667,0.0,0.007894736999999999,47.57898514,0.0,Oct,2,2,4,2,Returning_Visitor,1,1
0,0.0,0,0.0,24,566.7272727000001,0.026086957,0.052318841,0.0,0.8,May,3,2,2,13,Returning_Visitor,0,0
1,98.0,0,0.0,39,2555.994444,0.005263158,0.005668016,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,1,1,Returning_Visitor,0,0
1,23.0,1,284.0,78,2448.5360539999997,0.011898734,0.02841508,0.0,0.0,Dec,2,2,3,10,Returning_Visitor,0,0
0,0.0,0,0.0,30,1726.75,0.0,0.015555556000000002,0.0,0.0,Nov,2,4,3,2,New_Visitor,0,0
2,390.0,0,0.0,10,1169.1,0.02,0.05,0.0,0.0,Mar,3,9,9,2,Returning_Visitor,0,0
0,0.0,0,0.0,2,58.0,0.0,0.1,0.0,0.0,Nov,2,2,2,6,Returning_Visitor,1,0
1,99.8,0,0.0,110,2056.48859,0.0,0.0048929659999999995,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,0,0
6,48.625,0,0.0,14,211.47023810000002,0.001190476,0.039520717000000004,0.0,0.0,Nov,3,2,6,10,Returning_Visitor,0,0
4,76.125,0,0.0,13,487.45833330000005,0.0,0.024444444,0.0,0.0,Dec,2,4,8,2,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,0,0
4,239.6,2,70.5,50,981.5083332999999,0.0,0.0036363640000000004,0.0,0.0,Oct,2,2,2,2,New_Visitor,1,0
0,0.0,0,0.0,16,381.2142857,0.0125,0.022395832999999997,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,4,44.0,0.0,0.05,0.0,0.0,May,2,2,2,1,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,Jul,1,1,4,4,Returning_Visitor,0,0
0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,Feb,3,2,3,4,Returning_Visitor,0,0
4,234.16666669999998,0,0.0,24,1589.583333,0.0,0.007692308,61.20406619,0.0,Nov,2,2,2,10,Returning_Visitor,0,1
1,0.0,0,0.0,25,293.4166667,0.0,0.013461538,0.0,0.0,Nov,3,2,3,10,Returning_Visitor,1,0
8,463.75,4,337.5,157,6123.741494,0.0071983640000000005,0.019816373999999998,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,1,1
0,0.0,0,0.0,13,514.4166667,0.0,0.023992674,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0
8,732.25,0,0.0,34,1345.755952,0.005128205,0.013341951999999999,12.27419487,0.8,May,3,3,3,2,Returning_Visitor,0,0
3,165.25,0,0.0,49,1256.383333,0.025133332999999997,0.046907359,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,0,0
7,122.875,0,0.0,22,250.03571430000002,0.0,0.03974359,0.0,0.0,Dec,2,2,1,2,New_Visitor,0,0
0,0.0,0,0.0,36,1083.75163,0.006666666999999999,0.011684358999999998,0.0,0.0,June,1,1,3,2,Returning_Visitor,0,0
10,815.7666667000001,3,618.0,129,6657.151362,0.010917582,0.022102102000000002,0.0,0.4,May,2,2,2,2,Returning_Visitor,0,0
0,0.0,0,0.0,19,2177.333333,0.0,0.010526316,0.0,0.0,Dec,2,4,1,2,New_Visitor,0,0
0,0.0,0,0.0,12,892.0833332999998,0.016666667,0.045833333,0.0,0.0,Dec,2,2,6,2,New_Visitor,0,0
0,0.0,1,10.0,88,2366.192105,0.01247191,0.030501264,0.0,0.0,Nov,2,4,7,1,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,2,19,Returning_Visitor,1,0
6,523.2142857,2,263.0,48,2309.732468,0.003846154,0.014903846,10.60089168,0.0,Mar,2,2,3,1,Returning_Visitor,0,1
1,5.0,0,0.0,37,2235.8280839999998,0.0,0.010810811000000002,50.07598981,0.0,Nov,2,5,7,10,Returning_Visitor,0,1
0,0.0,0,0.0,12,749.8,0.0,0.015384615,23.00459544,0.0,Jul,2,2,1,4,New_Visitor,0,1
9,307.360119,4,77.91666667,95,2989.780952,0.005882353000000001,0.014513583,12.74039337,0.0,Nov,3,2,4,1,Returning_Visitor,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,1,1,2,2,Returning_Visitor,0,0
7,98.46666667,0,0.0,13,257.9333333,0.0,0.016,0.0,0.0,Sep,2,2,3,4,Returning_Visitor,0,0
0,0.0,0,0.0,16,79.0,0.025,0.0375,0.0,0.0,May,2,2,2,4,Returning_Visitor,1,0
4,60.0,0,0.0,33,841.0333332999999,0.015151515,0.043434343,0.0,0.4,May,2,1,7,4,Returning_Visitor,0,0
10,298.581761,0,0.0,210,8115.8458519999995,0.008398675,0.030193183999999998,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,Feb,2,6,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,3,58.4,0.0,0.066666667,0.0,0.0,Jul,2,4,1,2,Returning_Visitor,0,0
2,46.5,1,377.0,6,117.5,0.045454545,0.060606060999999996,0.0,0.4,May,1,1,3,1,Returning_Visitor,0,0
3,204.75,0,0.0,46,1942.9333329999997,0.010119048,0.013333333000000001,0.0,0.0,May,1,1,1,4,Returning_Visitor,0,0
3,283.6666667,1,17.0,27,2154.72381,0.036781609,0.047660099000000004,0.0,0.0,May,1,2,1,3,Returning_Visitor,1,0
5,401.15,0,0.0,38,1570.6818130000001,0.005980066,0.015724311,24.51269374,0.0,Sep,2,4,7,4,Returning_Visitor,0,0
5,172.8492647,0,0.0,33,2002.814281,0.0,0.029566568999999997,18.13388282,0.0,Nov,2,2,1,11,Returning_Visitor,0,0
0,0.0,0,0.0,22,1190.941667,0.0,0.003174603,0.0,0.0,Nov,3,2,2,6,New_Visitor,1,0
3,82.5,0,0.0,12,221.125,0.015384615,0.005128205,0.0,0.0,Nov,1,2,3,8,Returning_Visitor,0,0
5,69.5,0,0.0,4,34.5,0.0,0.026666667,0.0,0.0,May,2,2,3,4,Returning_Visitor,1,0
0,0.0,0,0.0,24,324.0,0.10416666699999999,0.131944444,0.0,0.6,May,3,2,6,13,Returning_Visitor,0,0
0,0.0,0,0.0,2,51.0,0.0,0.05,0.0,0.0,May,3,2,1,7,Returning_Visitor,1,0
6,190.41666669999998,0,0.0,78,3913.98703,0.005424955,0.006561181,0.0,0.0,Nov,3,2,5,1,Returning_Visitor,1,0
12,271.3,3,627.75,40,1358.8741519999999,0.016571429,0.019758242,10.067435699999999,0.0,Dec,1,2,2,2,Returning_Visitor,0,0
3,1115.5,0,0.0,21,1469.666667,0.008695652,0.014492753999999998,0.0,0.0,Nov,1,1,1,8,Returning_Visitor,1,0
9,178.5,0,0.0,10,558.0,0.011764706000000002,0.023529412000000003,0.0,0.0,Nov,2,5,1,11,Returning_Visitor,0,0
11,169.8833333,2,160.4,25,489.15,0.0125,0.0171875,0.0,0.0,Aug,3,2,3,5,Returning_Visitor,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,3,2,4,13,Returning_Visitor,0,0
12,176.9638554,9,266.875,351,8650.048771,0.012452132,0.027372411,1.9845557880000002,0.0,Nov,3,2,1,3,Returning_Visitor,0,0
1,22.2,2,44.4,37,400.8,0.005128205,0.002564103,0.0,0.0,Oct,2,10,1,2,Returning_Visitor,0,0
2,18.0,0,0.0,12,180.75,0.0,0.014285714,0.0,0.0,Nov,2,2,1,2,New_Visitor,0,0
0,0.0,4,8.0,66,1514.83631,0.022887324,0.044913928,0.0,0.0,Dec,2,2,6,2,Returning_Visitor,0,0
0,0.0,0,0.0,9,228.5,0.022222222000000003,0.04444444400000001,0.0,0.2,May,3,2,3,3,Returning_Visitor,0,0
0,0.0,0,0.0,2,14.0,0.0,0.1,0.0,0.0,Mar,2,2,6,3,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,3,4,4,Returning_Visitor,0,0
0,0.0,0,0.0,26,453.33333330000005,0.015384615,0.034615385,0.0,0.8,May,2,4,1,4,Returning_Visitor,0,0
3,40.25,3,9.0,26,683.0292208,0.006451613,0.032319508,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,1
0,0.0,0,0.0,16,355.5,0.0,0.014285714,11.13171429,0.0,May,3,2,1,3,New_Visitor,0,1
0,0.0,0,0.0,9,206.6,0.0,0.005555556,0.0,0.0,Jul,2,4,3,4,New_Visitor,0,0
0,0.0,0,0.0,1,24.5,0.0,0.1,0.0,0.0,Dec,2,4,3,1,Returning_Visitor,0,0
0,0.0,0,0.0,12,279.547619,0.0,0.019047619,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,0,0
0,0.0,1,51.5,31,618.75,0.003225806,0.027956988999999998,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,8,6,1,6,Returning_Visitor,0,0
0,0.0,0,0.0,20,1055.333333,0.01,0.009285714,0.0,0.0,Nov,3,2,4,13,Returning_Visitor,0,0
5,152.1,0,0.0,27,1474.533333,0.014814815,0.030123457000000003,27.89717093,0.0,Oct,3,3,6,1,Returning_Visitor,1,0
0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,1,0
4,177.33333330000002,1,69.6,10,402.6166667,0.0,0.005555556,0.0,0.0,Nov,1,1,3,5,New_Visitor,0,0
0,0.0,0,0.0,15,290.1,0.0,0.026666667,0.0,0.0,Dec,2,5,6,3,Returning_Visitor,0,0
0,0.0,0,0.0,8,101.83333329999999,0.0,0.058333333,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,0
3,62.14285714,0,0.0,23,1046.916667,0.0,0.004347826,17.37391304,0.0,May,2,2,7,1,Returning_Visitor,1,1
4,121.5,0,0.0,2,34.0,0.0,0.023809524,0.0,0.0,Nov,2,2,9,8,New_Visitor,0,0
0,0.0,0,0.0,12,183.625,0.016666667,0.027777778,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,0
3,52.0,0,0.0,60,3451.751515,0.006666666999999999,0.011565933999999998,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,1,0
6,184.32,0,0.0,8,163.22,0.0,0.018181818,0.0,0.0,Nov,1,1,1,2,New_Visitor,0,0
0,0.0,0,0.0,2,9.0,0.0,0.066666667,0.0,0.0,Nov,2,2,8,6,Returning_Visitor,0,0
7,97.33333333,2,447.5,16,967.625,0.0,0.012727273,0.0,0.0,Dec,1,1,8,2,Returning_Visitor,0,0
1,0.0,0,0.0,1,19.0,0.0,0.1,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,0,0
0,0.0,0,0.0,19,491.66666669999995,0.011111111000000002,0.012222222,0.0,0.0,Mar,1,1,1,6,Returning_Visitor,1,0
6,186.5,0,0.0,16,476.25,0.011111111000000002,0.038888888999999996,16.04403014,0.0,Dec,2,2,3,1,Returning_Visitor,0,1
2,13.33333333,0,0.0,105,2062.443592,0.01220527,0.020275689,0.0,0.6,May,3,2,1,4,Returning_Visitor,0,0
0,0.0,0,0.0,6,109.25,0.0,0.033333333,0.0,0.0,Dec,8,13,9,20,Other,0,0
8,121.03333329999998,0,0.0,9,230.83333330000002,0.0,0.035714286,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,0,0
2,310.85714289999993,3,27.0,68,2950.62381,0.009589041,0.023074581,16.6702274,0.0,May,2,2,7,6,Returning_Visitor,0,0
0,0.0,0,0.0,10,208.0,0.0,0.022222222000000003,125.961749,0.0,Dec,2,2,1,2,New_Visitor,0,1
4,67.0,0,0.0,60,731.3333332999999,0.034920635,0.038095238,0.0,0.0,May,2,2,6,3,Returning_Visitor,0,0
0,0.0,0,0.0,14,238.66666669999998,0.0,0.003846154,0.0,0.0,Dec,2,2,5,2,New_Visitor,0,0
2,64.0,0,0.0,15,565.6666667000001,0.0,0.00625,0.0,0.0,Mar,2,2,1,1,New_Visitor,0,0
1,20.0,0,0.0,38,1264.0,0.0,0.028947367999999998,31.48142512,0.0,Dec,2,6,9,3,Returning_Visitor,0,0
13,110.75833329999999,1,3.0,34,858.9464286,0.0,0.011627907,17.78585727,0.0,Nov,2,2,5,10,Returning_Visitor,1,0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.0,June,2,4,3,3,Returning_Visitor,0,0
0,0.0,0,0.0,13,412.0,0.0,0.028205128,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,0,0
3,130.8333333,1,109.0,47,1813.2083329999998,0.0,0.0020833329999999997,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,1,0
1,72.0,1,6.0,84,1212.030303,0.005102041,0.021451247000000003,0.0,0.0,May,2,2,5,6,Returning_Visitor,0,0
0,0.0,1,0.0,13,268.75,0.007692308,0.038461537999999997,13.43133991,0.0,Dec,1,1,1,1,Returning_Visitor,0,0
0,0.0,0,0.0,42,1349.25,0.0,0.004065041,0.0,0.0,May,1,1,6,4,Returning_Visitor,1,0
0,0.0,0,0.0,4,57.0,0.0,0.025,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,0,0
0,0.0,0,0.0,7,855.0,0.0,0.028571429,0.0,0.0,May,2,2,1,1,Returning_Visitor,0,0
0,0.0,0,0.0,2,135.0,0.0,0.1,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,0,0
5,224.58333330000002,5,84.0,15,674.247619,0.008695652,0.013043478,0.0,0.0,May,3,2,4,2,Returning_Visitor,0,0
0,0.0,1,0.0,45,1165.84,0.0,0.034042552999999996,7.198820003,0.0,Oct,2,2,5,1,Returning_Visitor,0,1
1,4.0,0,0.0,1,4.0,0.0,0.016666667,0.0,0.8,May,2,2,3,5,Returning_Visitor,0,0
0,0.0,0,0.0,4,7.0,0.1,0.15,0.0,0.0,May,2,5,8,1,Returning_Visitor,0,0
6,107.0,1,10.5,5,39.5,0.0,0.0125,0.0,0.0,May,2,2,1,5,New_Visitor,0,0
0,0.0,0,0.0,49,2990.3125,0.012244898,0.038231293,0.0,0.0,Nov,3,2,7,13,Returning_Visitor,0,0
13,1230.333333,7,286.0833333,68,3147.245589,0.013684211000000002,0.026801619,1.5978034680000002,0.0,Dec,1,1,1,2,Returning_Visitor,0,1
7,145.98,0,0.0,36,646.1533333,0.0,0.017719298,22.08032319,0.0,Aug,2,2,2,2,Returning_Visitor,0,0
0,0.0,0,0.0,5,626.0,0.0,0.04,0.0,0.0,May,1,1,1,4,Returning_Visitor,0,0
8,260.2083333,0,0.0,58,1436.690476,0.0,0.008231293,12.80819078,0.0,Dec,2,2,2,1,Returning_Visitor,1,0
0,0.0,0,0.0,15,436.0,0.013333333000000001,0.08666666699999999,0.0,0.8,May,2,2,1,3,Returning_Visitor,0,0
4,11.0,0,0.0,44,2149.190195,0.02705314,0.048201119,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,16,666.1,0.0,0.014285714,0.0,0.0,Mar,2,2,1,2,New_Visitor,0,0
0,0.0,0,0.0,29,1211.166667,0.0,0.006896551999999999,0.0,0.0,Nov,2,2,4,2,New_Visitor,0,1
7,150.3571429,1,9.0,221,11431.001240000001,0.011148992,0.021904108999999998,1.582473154,0.0,Nov,2,5,1,2,Returning_Visitor,1,1
5,505.0,0,0.0,85,2197.195238,0.015,0.029405769,13.77355814,0.8,May,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,4,96.33333333,0.083333333,0.0875,0.0,0.0,Dec,1,1,2,3,Returning_Visitor,0,0
0,0.0,0,0.0,6,604.0,0.0,0.04,0.0,0.0,Nov,1,1,2,2,New_Visitor,0,0
6,440.2813953,1,17.72,18,864.1,0.0,0.002777778,0.0,0.0,Sep,2,2,5,2,New_Visitor,0,0
1,42.0,2,80.5,46,838.6833333,0.0,0.015416667,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,0,0
3,92.6,0,0.0,9,626.6,0.0,0.024242424,0.0,0.0,Nov,2,2,5,2,Returning_Visitor,1,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Feb,3,3,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,17,315.0833333,0.0,0.014705882,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,0,1
1,27.2,0,0.0,91,1596.412698,0.001098901,0.007912088000000001,33.61787649,0.0,Sep,2,2,2,1,Returning_Visitor,0,0
2,13.875,0,0.0,26,1939.1559519999998,0.006451613,0.026352357000000003,24.69983785,0.0,Nov,3,2,1,2,Returning_Visitor,1,0
0,0.0,0,0.0,9,83.0,0.04444444400000001,0.066666667,0.0,0.6,May,2,2,1,2,Returning_Visitor,0,0
10,312.0,0,0.0,18,782.5,0.0,0.002105263,0.0,0.0,May,3,2,1,18,Returning_Visitor,1,0
0,0.0,0,0.0,43,898.2388889,0.007317073,0.031707317,8.898618695,0.0,Nov,2,4,1,10,Returning_Visitor,0,1
4,62.5,0,0.0,53,1840.369156,0.0074074069999999995,0.023148147999999997,46.77831787,0.0,Dec,1,1,2,2,Returning_Visitor,0,1
0,0.0,0,0.0,9,250.2,0.022222222000000003,0.033333333,0.0,0.0,June,2,2,4,1,Returning_Visitor,0,0
3,20.5,0,0.0,38,1806.5583329999997,0.005128205,0.026495726,7.150073241,0.0,Nov,2,2,6,13,Returning_Visitor,0,0
0,0.0,0,0.0,10,428.66666669999995,0.0,0.022222222000000003,36.256,0.4,May,2,2,5,2,New_Visitor,0,1
3,18.33333333,0,0.0,38,2635.177778,0.0,0.008947368,0.0,0.4,Feb,2,4,1,2,Returning_Visitor,0,0
3,224.0,2,42.0,132,5098.75498,0.010632603000000001,0.014962157,2.2090033730000003,0.0,Nov,1,2,1,2,Returning_Visitor,0,1
0,0.0,0,0.0,2,3.0,0.0,0.1,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,0,0
0,0.0,0,0.0,20,499.66666669999995,0.01,0.03,0.0,0.6,May,2,2,1,4,Returning_Visitor,0,0
2,19.0,0,0.0,11,658.9166667000001,0.0,0.015384615,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,0
7,136.66666669999998,1,7.0,25,687.5333333,0.013793103000000001,0.014022989,5.078114943,0.0,May,1,2,3,4,New_Visitor,0,0
0,0.0,0,0.0,4,69.0,0.0,0.05,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,12,1484.0,0.0,0.016666667,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,0,0
1,6.0,0,0.0,41,634.6666667000001,0.012698413,0.024285714,0.0,0.0,May,2,4,7,3,Returning_Visitor,0,0
3,285.8,1,23.5,56,2915.166667,0.0,0.0034482759999999997,80.118,0.0,May,2,4,3,3,New_Visitor,0,1
0,0.0,0,0.0,4,33.0,0.05,0.1,0.0,0.0,May,2,10,1,3,Returning_Visitor,0,0
0,0.0,0,0.0,50,1735.5952379999999,0.0,0.008746356,0.0,0.2,May,2,2,3,1,Returning_Visitor,0,0
0,0.0,0,0.0,7,136.75,0.0,0.038095238,0.0,0.0,Dec,3,2,9,6,Returning_Visitor,0,0
23,239.7445344,3,624.6,409,9100.402959000001,0.004301075,0.015934735,6.277683942,0.0,Jul,2,2,1,13,Returning_Visitor,1,0
0,0.0,0,0.0,231,11246.13379,0.001746725,0.010029112,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,1,0
7,213.3916667,0,0.0,32,1350.391667,0.0,0.017877551000000002,0.0,0.0,Mar,2,2,1,8,Returning_Visitor,1,0
0,0.0,0,0.0,28,683.3,0.028571429,0.089285714,0.0,0.0,June,2,2,3,1,Returning_Visitor,0,0
2,86.0,0,0.0,36,1720.4166670000002,0.0,0.00995086,0.0,0.2,May,2,10,4,1,Returning_Visitor,0,0
4,242.8,0,0.0,7,238.6,0.018181818,0.063636364,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,1,0
5,87.0,0,0.0,86,2973.0083329999998,0.0022222220000000003,0.015740741000000003,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,0,0
0,0.0,0,0.0,16,994.5757576,0.0375,0.034583333,0.0,0.6,May,1,1,1,3,Returning_Visitor,0,0
3,204.4,0,0.0,4,117.0,0.0,0.028571429,0.0,0.0,Nov,2,2,6,2,New_Visitor,0,0
12,155.6,6,282.0,52,1283.052597,0.024747475,0.039201413,12.07468889,0.0,May,1,1,3,2,Returning_Visitor,0,0
3,9.0,0,0.0,17,372.25,0.0,0.016666667,0.0,0.0,Nov,4,1,3,1,Returning_Visitor,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,2,2,4,13,Returning_Visitor,0,0
0,0.0,0,0.0,14,313.01785710000007,0.0,0.016071428999999998,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,0,0
1,19.0,0,0.0,7,115.66666670000001,0.0,0.028571429,0.0,0.0,Mar,3,2,2,10,Returning_Visitor,0,0
0,0.0,0,0.0,53,952.1598197999999,0.015839126000000002,0.037802052,0.0,0.0,Jul,3,2,8,1,Returning_Visitor,1,0
0,0.0,0,0.0,77,3733.228571,0.018666666999999998,0.048622222,0.0,0.8,May,2,2,1,2,Returning_Visitor,0,0
0,0.0,0,0.0,11,234.1,0.0,0.022222222000000003,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,0,0
3,269.1666667,0,0.0,36,2281.208333,0.022916667,0.046203704000000005,0.0,0.0,May,3,2,6,4,Returning_Visitor,0,0
0,0.0,0,0.0,10,122.16666670000001,0.0,0.02,0.0,0.0,Nov,1,1,1,5,New_Visitor,1,0
0,0.0,0,0.0,24,445.0,0.0,0.033333333,0.0,0.0,Dec,2,2,3,2,New_Visitor,0,0
4,79.25,5,500.8,39,1080.875,0.010638298000000001,0.024964538999999997,20.06500939,0.0,Nov,2,5,1,2,Returning_Visitor,0,1
